Id,Title,Action,Drama,Adventure,Sci-Fi,Fantasy,Comedy,Romance,Thriller,Crime,War,Mystery,Animation,Children,Horror,Musical,Documentary,IMAX,Western,Film-Noir,Ratings,Label
236, Mary Shelley's Frankenstein (Frankenstein) (1994),0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.6,1
237, Man of the House (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3
238, Mixed Nuts (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,3
239, Milk Money (1994),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
240, Miracle on 34th Street (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1
241, Miami Rhapsody (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0
242, My Family (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,3
243, Murder in the First (1995),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,3
244, Nobody's Fool (1994),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1,1
245, Nell (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1
246, New Jersey Drive (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
247, New York Cop (Nyû Yôku no koppu) (1993),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.4,3
248, Beyond Bedlam (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.6,3
249, Nina Takes a Lover (1994),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
250, Natural Born Killers (1994),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,3
251, Only You (1994),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1,1
252, Once Were Warriors (1994),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.8,3
253, Poison Ivy II (1996),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9,1
254, Outbreak (1995),1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0,3
255, Léon: The Professional (a.k.a. The Professional) (Léon) (1994),1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.7,2
256," Perez Family, The (1995)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0
257," Pyromaniac's Love Story, A (1995)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.1,3
258, Pulp Fiction (1994),0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2.3,0
259, Pushing Hands (Tui shou) (1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,3
260, Priest (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,2
261, Quiz Show (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3
262, Picture Bride (Bijo photo) (1994),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0
263," Queen Margot (Reine Margot, La) (1994)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,2
264," Quick and the Dead, The (1995)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9.3,3
265, Roommates (1995),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,3
266, Ready to Wear (Pret-A-Porter) (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,3
267, Three Colors: Red (Trois couleurs: Rouge) (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,1
268, Three Colors: Blue (Trois couleurs: Bleu) (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1
269, Three Colors: White (Trzy kolory: Bialy) (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,3
270, Rent-a-Kid (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,3
271, Relative Fear (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.7,0
272, Stuart Saves His Family (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1
273," Swan Princess, The (1994)",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.3,2
274," Secret of Roan Inish, The (1994)",0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.6,3
275," Specialist, The (1994)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2,1
276, Stargate (1994),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
277," Santa Clause, The (1994)",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,2
278," Shawshank Redemption, The (1994)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.0,3
279, Shallow Grave (1994),0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3,0
280, Suture (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.3,2
281, Strawberry and Chocolate (Fresa y chocolate) (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,3
282, Swimming with Sharks (1995),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1
283," Sum of Us, The (1994)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,1
284, National Lampoon's Senior Trip (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,1
285, To Live (Huozhe) (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
286, Tank Girl (1995),1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,2
287, Tales from the Crypt Presents: Demon Knight (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.1,1
288, Star Trek: Generations (1994),0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,2
289, Tales from the Hood (1995),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.5,1
290, Tom & Viv (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,2
291, Village of the Damned (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.3,2
292, Tommy Boy (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,3
293, Vanya on 42nd Street (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,2
294, Underneath (1995),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.9,1
295," Walking Dead, The (1995)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0
296, What's Eating Gilbert Grape (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2
297, Virtuosity (1995),1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.2,0
298, While You Were Sleeping (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.2,3
299," War, The (1994)",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.7,3
300, Double Happiness (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,3
301, Muriel's Wedding (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,2
302," Baby-Sitters Club, The (1995)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3,0
303, Ace Ventura: Pet Detective (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
304," Adventures of Priscilla, Queen of the Desert, The (1994)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1
305, Backbeat (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8,1
306, Bitter Moon (1992),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.0,3
307, Bullets Over Broadway (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,3
308, Clear and Present Danger (1994),1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.8,0
309," Client, The (1994)",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9.4,3
310," Corrina, Corrina (1994)",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
311, Crooklyn (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,1
312," Crow, The (1994)",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.9,1
313, Cobb (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,3
314," Flintstones, The (1994)",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.1,0
315, Forrest Gump (1994),0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9.7,3
316, Four Weddings and a Funeral (1994),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,2
317, Higher Learning (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1
318, I Like It Like That (1994),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.9,3
319, I Love Trouble (1994),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,3
320, It Could Happen to You (1994),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1
321," Jungle Book, The (1994)",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.2,0
322," Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.1,1
323," Lion King, The (1994)",0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2.8,1
324, Little Buddha (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,3
325," Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5.5,2
326," Mask, The (1994)",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.3,1
327, Maverick (1994),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.8,2
328, Mrs. Parker and the Vicious Circle (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,1
329, Naked Gun 33 1/3: The Final Insult (1994),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0
330," Paper, The (1994)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2
331, Reality Bites (1994),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1
332, Red Rock West (1992),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0
333, Richie Rich (1994),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.1,0
334," River Wild, The (1994)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0
335, Speed (1994),1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0
336, Speechless (1994),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0
337, Timecop (1994),1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.9,3
338, True Lies (1994),1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.6,0
339, When a Man Loves a Woman (1994),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5,2
340, Wolf (1994),0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,9.5,3
341, Wyatt Earp (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,3
342, Bad Company (1995),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.4,1
343," Man of No Importance, A (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
344, S.F.W. (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,3
345," Low Down Dirty Shame, A (1994)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1
346, Boys Life (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
347," Colonel Chabert, Le (1994)",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.1,1
348, Faster Pussycat! Kill! Kill! (1965),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.2,2
349, Jason's Lyric (1994),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.3,3
350, Street Fighter (1994),1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,2
351, Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,3
352, Federal Hill (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,2
353, In the Mouth of Madness (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0
354, 8 Seconds (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
355, Above the Rim (1994),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0
356, Addams Family Values (1993),0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9,1
357," Age of Innocence, The (1993)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,1
358, Airheads (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2
359," Air Up There, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
360, Another Stakeout (1993),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1,0
361, Bad Girls (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.9,1
362, Barcelona (1994),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.1,3
363, Being Human (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0
364," Beverly Hillbillies, The (1993)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,2
365, Beverly Hills Cop III (1994),1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3.8,1
366, Black Beauty (1994),0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.2,2
367, Blink (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
368, Blown Away (1994),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5,1
369, Blue Chips (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0
370, Blue Sky (1994),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1
371, Body Snatchers (1993),0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.1,2
372, Boxing Helena (1993),0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.4,0
373," Bronx Tale, A (1993)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1
374, Cabin Boy (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,1
375, Calendar Girl (1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2
376, Carlito's Way (1993),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.3,0
377, City Slickers II: The Legend of Curly's Gold (1994),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8.4,3
378, Clean Slate (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0
379, Cliffhanger (1993),1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8,1
380, Coneheads (1993),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,1
381, Color of Night (1994),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0
382, Cops and Robbersons (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
383," Cowboy Way, The (1994)",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,2
384, Dave (1993),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8,2
385, Dazed and Confused (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,3
386, Demolition Man (1993),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
387, Even Cowgirls Get the Blues (1993),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0
388, Fatal Instinct (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,3
389, Farewell My Concubine (Ba wang bie ji) (1993),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1
390, Fearless (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,2
391, Fear of a Black Hat (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2
392, With Honors (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,3
393, Flesh and Bone (1993),0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8.7,3
394, Widows' Peak (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1
395, For Love or Money (1993),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1
396," Firm, The (1993)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8,3
397, Free Willy (1993),0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0
398, Fresh (1994),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.4,0
399," Fugitive, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1,2
400, Geronimo: An American Legend (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.7,1
401," Getaway, The (1994)",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7.8,3
402, Getting Even with Dad (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1
403, Go Fish (1994),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.1,3
404, Hard Target (1993),1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.1,0
405, Hot Shots! Part Deux (1993),1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9,0
406, Live Nude Girls (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0
407," Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1
408," House of the Spirits, The (1993)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0
409, House Party 3 (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2
410," Hudsucker Proxy, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,3
411, I'll Do Anything (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,2
412, In the Army Now (1994),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.6,2
413, In the Line of Fire (1993),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2,0
414, In the Name of the Father (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,1
415," Inkwell, The (1994)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
416, What's Love Got to Do with It? (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.2,3
417, Jimmy Hollywood (1994),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6,0
418, Judgment Night (1993),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.3,3
419, Jurassic Park (1993),1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.1,2
420, Kalifornia (1993),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,2
421, Killing Zoe (1994),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.7,2
422, Lassie (1994),0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9,1
423, Last Action Hero (1993),1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,3
424, Life with Mikey (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0
425, Lightning Jack (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6,0
426, M. Butterfly (1993),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6,1
427, Made in America (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
428, Malice (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.9,1
429," Man Without a Face, The (1993)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,3
430, Manhattan Murder Mystery (1993),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5,1
431, Menace II Society (1993),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0,3
432, Executive Decision (1996),1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.5,3
433, In the Realm of the Senses (Ai no corrida) (1976),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
434, What Happened Was... (1994),0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8.1,3
435, Much Ado About Nothing (1993),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
436, Mr. Wonderful (1993),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
437, Mrs. Doubtfire (1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0
438, Naked (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,1
439," Next Karate Kid, The (1994)",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.4,2
440, No Escape (1994),1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,3
441, North (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
442, Orlando (1992),0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,2
443," Perfect World, A (1993)",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.0,3
444, Philadelphia (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,2
445," Piano, The (1993)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1
446, Poetic Justice (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,1
447," Program, The (1993)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,2
448," Puppet Masters, The (1994)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,1
449, Radioland Murders (1994),0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0
450," Ref, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,3
451," Remains of the Day, The (1993)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2
452, Renaissance Man (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,2
453, Rising Sun (1993),1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.2,3
454," Road to Wellville, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1
455, RoboCop 3 (1993),1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.6,2
456, Robin Hood: Men in Tights (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
457, Romeo Is Bleeding (1993),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.3,2
458, Romper Stomper (1992),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,3
459, Ruby in Paradise (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,3
460, Rudy (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
461," Savage Nights (Nuits fauves, Les) (1992)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,3
462, Schindler's List (1993),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2,2
463," Scout, The (1994)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,3
464, Searching for Bobby Fischer (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,2
465," Secret Garden, The (1993)",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.8,2
466, Serial Mom (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,9.5,3
467," Shadow, The (1994)",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.7,1
468, Shadowlands (1993),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
469, Short Cuts (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1
470," Simple Twist of Fate, A (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0
